sample_id,subject_id,split,label,attack_type,session,illumination,device,blink_count,eye_open_ratio,mouth_open_ratio,smile_ratio,head_yaw,head_pitch,head_roll,face_movement,face_stability,ear_std,mar_mean,mar_std,nose_movement,head_yaw_mean,head_pitch_mean,head_roll_mean,frame_count,valid_frame_count,face_detect_rate
S001_sess1_t1_il1_dev1,S001,train,0,live,1.0,1.0,1,1,0.23088779542771576,0.003125880612898442,0.014659119651230167,0.02234643660469691,0.06678682394698067,0.28190997440063476,0.28501101054731576,0.029645406807318146,0.025538562414883715,0.003125880612898442,0.0017273158590117327,0.3396738145626085,-0.05794767399169758,-0.12075757819581748,0.26271576432885024,8,8,1.0
S001_sess1_t1_il1_dev2,S001,train,0,live,1.0,1.0,2,1,0.22388973614125898,0.0015700159237319027,0.008804931153725524,0.04380811783750326,0.028203597879824828,0.34412574225475767,0.4196728809040732,0.030744995126318536,0.026828457667958223,0.0015700159237319027,0.0006146099969109341,0.48377129052013856,-0.047955955097436075,-0.11751391847389836,0.4984686665426546,12,12,1.0
S001_sess1_t1_il2_dev1,S001,train,0,live,1.0,2.0,1,2,0.15949690451776966,0.10185607467030147,0.03383208561509515,0.3049226460206368,0.10797361196308862,0.5454308389588123,0.5271492573416038,0.05594821789588189,0.0816141825001836,0.10185607467030147,0.17072415236417052,0.8363129077037603,0.002130897615409112,-0.16941163738498083,0.2027316990107499,10,10,1.0
S001_sess1_t1_il2_dev2,S001,train,0,live,1.0,2.0,2,2,0.23128635890184282,0.09604730113851541,0.06768176693674632,0.31350654868356015,0.19517480199883455,1.0735020775553457,0.685650077396359,0.05318701268344434,0.07366783966258691,0.09604730113851541,0.2233285615185961,1.245772941490647,0.016943196962948853,-0.08568645547388049,0.1655932591441723,12,12,1.0
S001_sess2_t1_il1_dev2,S001,train,0,live,2.0,1.0,2,1,0.23787212451007697,0.0017787673614741352,0.011757965901870702,0.034678236546091104,0.03134792120777109,0.4178818765092272,0.9213780372634266,0.036557652269484917,0.02375304873363539,0.0017787673614741352,0.001015892744695611,1.0130942696576195,-0.04522533583555903,-0.18928398056875917,0.33910731618233403,21,21,1.0
S001_sess2_t1_il2_dev1,S001,train,0,live,2.0,2.0,1,6,0.18582737207162156,0.06789642558789315,0.04104503741939623,0.24718381337412063,0.10590548776599969,0.7371741617431962,1.213831976492153,0.04664168161457211,0.07045834532034301,0.06789642558789315,0.14162505271781486,1.747787477024565,-0.0225755294377141,-0.21691349799637108,0.05091638032868767,24,24,1.0
S001_sess2_t1_il2_dev2,S001,train,0,live,2.0,2.0,2,3,0.24356089234649933,0.07477823158287285,0.044212133534266305,0.16391938829098623,0.13001176599186667,0.5971558330566271,1.2138690075725602,0.04316705639492021,0.05631048611205538,0.07477823158287285,0.16470035908706762,1.6431493661827088,-0.008140045228426719,-0.15838759939793992,0.39086875028076423,23,23,1.0
S002_sess1_t1_il1_dev1,S002,test,0,live,1.0,1.0,1,0,0.22932338585320822,0.0021286573128146643,0.014814238602180299,0.040341618514879655,0.1493345123070183,0.7052929932540162,0.4482072645268991,0.039299089629936584,0.013279582164617587,0.0021286573128146643,0.0011833575902390379,0.6273238952547529,0.02145722505488718,0.011628537201757919,1.0132998917558216,10,10,1.0
S002_sess1_t1_il1_dev2,S002,test,0,live,1.0,1.0,2,2,0.21160975959122197,0.012296357183208996,0.01598593221615732,0.043370323350213874,0.13791446102955826,0.3990339545912061,0.3655874266634051,0.033596501184232866,0.02333987502046114,0.012296357183208996,0.03283819165359119,0.47540258588656475,0.05605250644710502,-0.04544341384406239,0.5883583646524506,11,11,1.0
S002_sess1_t1_il2_dev1,S002,test,0,live,1.0,2.0,1,1,0.27017304279490134,0.04370230710895497,0.0251414696871796,0.32350533716574753,0.23929401222032873,1.6512715076761557,0.5237285004074949,0.042701043703228456,0.04041959081530821,0.04370230710895497,0.10502180318509088,0.8748393145733118,0.057751093841981405,0.09965285036399085,0.9289061274365656,12,12,1.0
S002_sess1_t1_il2_dev2,S002,test,0,live,1.0,2.0,2,0,0.2859122453467304,0.03174253892810836,0.020744098467314447,0.5333347976848459,0.22340043049737057,2.184572177828187,0.8405878367082975,0.06260352512867746,0.03548704347456188,0.03174253892810836,0.10069218858252309,1.3832093128618674,0.136154687230565,0.04858438881585764,1.1446078680881182,14,14,1.0
S002_sess2_t1_il1_dev1,S002,test,0,live,2.0,1.0,1,1,0.23451932547339666,0.002037073620894074,0.016371389672852933,0.039467980380740224,0.09426512221066222,0.6419436375419532,1.241769295465924,0.04395916335058602,0.014633360142354685,0.002037073620894074,0.0016197651970053027,1.2889165877791875,0.011182717785076828,-0.11318815392077894,1.020414214485555,20,20,1.0
S002_sess2_t1_il1_dev2,S002,test,0,live,2.0,1.0,2,3,0.22200627109470525,0.005156045907758232,0.01430281776539357,0.041689820963035924,0.1345494381063749,0.6063503006970998,1.2979016935345695,0.04380678056953452,0.029514267966362036,0.005156045907758232,0.01361633208659377,1.5218773407717776,0.059374778526438285,-0.127738836367582,0.26677204769339974,23,23,1.0
S002_sess2_t1_il2_dev1,S002,test,0,live,2.0,2.0,1,1,0.27567747316786523,0.038508367369916134,0.03334465750610513,0.35777449654284527,0.2606573267629918,1.2779614751008317,1.454325375421215,0.050672615183090734,0.04655564402405757,0.038508367369916134,0.11977337567452292,1.7061337355781283,0.0595487881608332,-0.021620623973196456,0.8889661895556725,24,24,1.0
S002_sess2_t1_il2_dev2,S002,test,0,live,2.0,2.0,2,0,0.27241088148211434,0.02381361959364196,0.035211414999505856,0.5087164892470284,0.20422845249731328,1.7845799852650535,1.579776100266642,0.05631086845369204,0.04337945130543678,0.02381361959364196,0.08709469138072783,2.101506611975021,0.08808004564988918,-0.07626170569459038,0.9433424617107325,30,30,1.0
S004_sess1_t1_il1_dev1,S004,valid,0,live,1.0,1.0,1,2,0.21277428915583124,0.004909817836154921,0.012251733326379471,0.041547842679108785,0.08124421170408891,0.4575711182822871,0.6717954972975638,0.045593529409799695,0.019708514379851313,0.004909817836154921,0.0012596658018118778,0.679654510475496,0.04269519267581573,0.07654455103002614,-0.3355606951646436,10,10,1.0
S004_sess1_t1_il1_dev2,S004,valid,0,live,1.0,1.0,2,2,0.1863225785716321,0.003336578891829242,0.008572790994304509,0.06578949798883124,0.09651501668111866,0.5540172880723575,0.49767597121151097,0.04272020030663854,0.02686131658281208,0.003336578891829242,0.001695503452240666,0.565221888796391,0.06664283195632935,0.005448016907001495,-0.1821167282570528,10,10,1.0
S004_sess1_t1_il2_dev1,S004,valid,0,live,1.0,2.0,1,1,0.24407410188941814,0.004299095071167444,0.018346184411532063,0.49548821707989005,0.10476546721324313,1.1739908678689481,0.730659249849261,0.05321039611434166,0.06081084264321196,0.004299095071167444,0.002892710745845594,1.209872364324559,-0.05174974211460632,-0.06302541125028721,0.10116026077593722,11,11,1.0
S004_sess1_t1_il2_dev2,S004,valid,0,live,1.0,2.0,2,3,0.21359863281169808,0.00282237980631839,0.035041569846753044,0.43337308914097505,0.21334489011328236,0.860220130209232,0.7776897333188555,0.05212146094894623,0.052578346239466514,0.00282237980631839,0.0015158455589755209,1.072650837922906,0.11744089265202927,-0.06856969880773911,0.13815253917464473,13,13,1.0
